cohort,skill_id,skill_dirname,skill_name,author,stars,updated_at,github_url,skill_url,file_count,dir_count,max_depth,total_bytes,local_content_path,has_skill_md,skill_md_relpath,skill_md_lines,skill_md_words,heading_count,code_fence_count,ordered_list_count,bullet_list_count,step_signal_count,example_signal_count,boundary_signal_count,placeholder_count,version_mention_count,license_mention_count,has_scripts,has_templates,has_docs,has_config,has_license_file,taxonomy_labels,security_positive_score,security_risk_score,has_security_risk_signal
random,bobmatnyc-claude-mpm-src-claude-mpm-skills-bundled-pm-mpm-help-skill-md,bobmatnyc-claude-mpm-src-claude-mpm-skills-bundled-pm-mpm-help-skill-md,mpm-help,bobmatnyc,71,1768154586,https://github.com/bobmatnyc/claude-mpm/tree/main/src/claude_mpm/skills/bundled/pm/mpm-help,https://skillsmp.com/skills/bobmatnyc-claude-mpm-src-claude-mpm-skills-bundled-pm-mpm-help-skill-md,1,0,1,790,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/bobmatnyc-claude-mpm-src-claude-mpm-skills-bundled-pm-mpm-help-skill-md/content,True,SKILL.md,35,106,4,4,0,4,0,2,0,0,1,0,False,False,False,False,False,documentation_writing;workflow_automation,0,0,False
random,bonny-wordpress-simple-history-claude-skills-changelog-skill-md,bonny-wordpress-simple-history-claude-skills-changelog-skill-md,changelog,bonny,314,1765023094,https://github.com/bonny/WordPress-Simple-History/tree/main/.claude/skills/changelog,https://skillsmp.com/skills/bonny-wordpress-simple-history-claude-skills-changelog-skill-md,1,0,1,1593,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/bonny-wordpress-simple-history-claude-skills-changelog-skill-md/content,True,SKILL.md,54,209,6,4,4,14,0,1,1,0,0,0,False,False,False,False,False,coding_dev;security;documentation_writing;workflow_automation;integration_tools,2,0,False
random,bostonaholic-dotfiles-claude-skills-web-design-guidelines-skill-md,bostonaholic-dotfiles-claude-skills-web-design-guidelines-skill-md,web-design-guidelines,bostonaholic,6,1770138979,https://github.com/bostonaholic/dotfiles/tree/main/claude/skills/web-design-guidelines,https://skillsmp.com/skills/bostonaholic-dotfiles-claude-skills-web-design-guidelines-skill-md,1,0,1,1236,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/bostonaholic-dotfiles-claude-skills-web-design-guidelines-skill-md/content,True,SKILL.md,40,189,4,2,8,0,0,0,0,0,1,0,False,False,False,False,False,coding_dev;product_design,0,0,False
random,breakerofstems-claude-fluid-baseline-claude-skills-add-rule-skill-md,breakerofstems-claude-fluid-baseline-claude-skills-add-rule-skill-md,add-rule,BreakerOfStems,0,1769032745,https://github.com/BreakerOfStems/claude-fluid-baseline/tree/main/.claude/skills/add-rule,https://skillsmp.com/skills/breakerofstems-claude-fluid-baseline-claude-skills-add-rule-skill-md,1,0,1,1114,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/breakerofstems-claude-fluid-baseline-claude-skills-add-rule-skill-md/content,True,SKILL.md,43,163,6,2,5,9,1,1,1,0,0,0,False,False,False,False,False,coding_dev;workflow_automation,2,0,False
random,breakerofstems-claude-skills-skills-github-clone-skill-md,breakerofstems-claude-skills-skills-github-clone-skill-md,github-clone,BreakerOfStems,0,1768708388,https://github.com/BreakerOfStems/claude-skills/tree/main/skills/github-clone,https://skillsmp.com/skills/breakerofstems-claude-skills-skills-github-clone-skill-md,1,0,1,971,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/breakerofstems-claude-skills-skills-github-clone-skill-md/content,True,SKILL.md,50,132,5,8,3,4,0,0,0,0,0,0,False,False,False,False,False,workflow_automation;integration_tools,0,0,False
random,brmbobo-web2podcast-claude-agents-enterprise-frontend-design-agents-saas-packs-ideogram-pack-skills-ideogram-upgrade-migration-skill-md,brmbobo-web2podcast-claude-agents-enterprise-frontend-design-agents-saas-packs-ideogram-pack-skills-ideogram-upgrade-migration-skill-md,ideogram-upgrade-migration,Brmbobo,0,1769386690,https://github.com/Brmbobo/Web2podcast/tree/master/.claude/agents/enterprise-frontend-design/agents/saas-packs/ideogram-pack/skills/ideogram-upgrade-migration,https://skillsmp.com/skills/brmbobo-web2podcast-claude-agents-enterprise-frontend-design-agents-saas-packs-ideogram-pack-skills-ideogram-upgrade-migration-skill-md,1,0,1,2828,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/brmbobo-web2podcast-claude-agents-enterprise-frontend-design-agents-saas-packs-ideogram-pack-skills-ideogram-upgrade-migration-skill-md/content,True,SKILL.md,112,344,17,14,0,10,6,1,0,0,1,1,False,False,False,False,False,coding_dev;documentation_writing;workflow_automation;integration_tools,0,0,False
random,brmbobo-web2podcast-claude-agents-enterprise-frontend-design-agents-saas-packs-klingai-pack-skills-klingai-content-policy-skill-md,brmbobo-web2podcast-claude-agents-enterprise-frontend-design-agents-saas-packs-klingai-pack-skills-klingai-content-policy-skill-md,klingai-content-policy,Brmbobo,0,1769386690,https://github.com/Brmbobo/Web2podcast/tree/master/.claude/agents/enterprise-frontend-design/agents/saas-packs/klingai-pack/skills/klingai-content-policy,https://skillsmp.com/skills/brmbobo-web2podcast-claude-agents-enterprise-frontend-design-agents-saas-packs-klingai-pack-skills-klingai-content-policy-skill-md,6,1,2,13665,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/brmbobo-web2podcast-claude-agents-enterprise-frontend-design-agents-saas-packs-klingai-pack-skills-klingai-content-policy-skill-md/content,True,SKILL.md,55,202,8,0,5,10,1,3,0,2,2,1,False,False,True,False,False,coding_dev;documentation_writing,1,1,True
random,brmbobo-web2podcast-claude-agents-enterprise-frontend-design-agents-saas-packs-supabase-pack-skills-supabase-data-handling-skill-md,brmbobo-web2podcast-claude-agents-enterprise-frontend-design-agents-saas-packs-supabase-pack-skills-supabase-data-handling-skill-md,supabase-data-handling,Brmbobo,0,1769386690,https://github.com/Brmbobo/Web2podcast/tree/master/.claude/agents/enterprise-frontend-design/agents/saas-packs/supabase-pack/skills/supabase-data-handling,https://skillsmp.com/skills/brmbobo-web2podcast-claude-agents-enterprise-frontend-design-agents-saas-packs-supabase-pack-skills-supabase-data-handling-skill-md,4,1,2,7734,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/brmbobo-web2podcast-claude-agents-enterprise-frontend-design-agents-saas-packs-supabase-pack-skills-supabase-data-handling-skill-md/content,True,SKILL.md,54,234,6,1,0,4,0,1,1,1,1,1,False,False,True,False,False,coding_dev,1,2,True
random,brookemitchell-llm-dev-examples-skills-create-rule-skill-md,brookemitchell-llm-dev-examples-skills-create-rule-skill-md,create-rule,brookemitchell,2,1769046703,https://github.com/brookemitchell/llm-dev-examples/tree/main/skills/create-rule,https://skillsmp.com/skills/brookemitchell-llm-dev-examples-skills-create-rule-skill-md,1,0,1,3631,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/brookemitchell-llm-dev-examples-skills-create-rule-skill-md/content,True,SKILL.md,160,477,19,12,3,13,0,4,1,0,0,0,False,False,False,False,False,coding_dev;workflow_automation,0,0,False
random,bryonjacob-aug-aug-web-skills-building-with-nextjs-skill-md,bryonjacob-aug-aug-web-skills-building-with-nextjs-skill-md,building-with-nextjs,bryonjacob,0,1768273464,https://github.com/bryonjacob/aug/tree/main/aug-web/skills/building-with-nextjs,https://skillsmp.com/skills/bryonjacob-aug-aug-web-skills-building-with-nextjs-skill-md,1,0,1,5727,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/bryonjacob-aug-aug-web-skills-building-with-nextjs-skill-md/content,True,SKILL.md,228,640,13,24,11,8,5,1,0,3,1,0,False,False,False,False,False,coding_dev;product_design;integration_tools,0,0,False
random,budaobu-jutiku-quiz-expert-skill-md,budaobu-jutiku-quiz-expert-skill-md,jutiku-quiz-expert,budaobu,0,1769743789,https://github.com/budaobu/Jutiku_Quiz_Expert,https://skillsmp.com/skills/budaobu-jutiku-quiz-expert-skill-md,36,16,6,38054,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/budaobu-jutiku-quiz-expert-skill-md/content,False,,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,domain_specific,0,0,False
random,bumgeunsong-skill-up-plugins-skill-up-skills-visualize-skill-md,bumgeunsong-skill-up-plugins-skill-up-skills-visualize-skill-md,visualize,BumgeunSong,9,1769345883,https://github.com/BumgeunSong/skill-up/tree/main/plugins/skill-up/skills/visualize,https://skillsmp.com/skills/bumgeunsong-skill-up-plugins-skill-up-skills-visualize-skill-md,2,0,1,4499,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/bumgeunsong-skill-up-plugins-skill-up-skills-visualize-skill-md/content,True,SKILL.md,35,230,5,0,4,0,1,0,0,2,0,0,False,False,False,False,False,workflow_automation;integration_tools,0,0,False
random,bybren-llc-story-systems-template-gemini-skills-synopsis-skill-md,bybren-llc-story-systems-template-gemini-skills-synopsis-skill-md,synopsis,bybren-llc,14,1768929882,https://github.com/bybren-llc/story-systems-template/tree/main/.gemini/skills/synopsis,https://skillsmp.com/skills/bybren-llc-story-systems-template-gemini-skills-synopsis-skill-md,2,0,1,7479,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/bybren-llc-story-systems-template-gemini-skills-synopsis-skill-md/content,True,SKILL.md,173,818,19,8,5,30,2,1,3,0,0,0,False,True,False,False,False,documentation_writing,0,0,False
random,c0ntr0lledcha0s-logseq-template-graph-claude-skills-module-health-skill-md,c0ntr0lledcha0s-logseq-template-graph-claude-skills-module-health-skill-md,module-health,C0ntr0lledCha0s,4,1762858497,https://github.com/C0ntr0lledCha0s/logseq-template-graph/tree/main/.claude/skills/module-health,https://skillsmp.com/skills/c0ntr0lledcha0s-logseq-template-graph-claude-skills-module-health-skill-md,4,1,2,46086,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/c0ntr0lledcha0s-logseq-template-graph-claude-skills-module-health-skill-md/content,True,SKILL.md,372,1266,37,22,39,76,1,1,0,0,10,0,True,True,False,False,False,coding_dev;documentation_writing;research_analysis;workflow_automation,0,0,False
random,cain96-dotfiles-dot-config-claude-skills-bash-dev-skill-md,cain96-dotfiles-dot-config-claude-skills-bash-dev-skill-md,bash-dev,Cain96,0,1768558461,https://github.com/Cain96/dotfiles/tree/main/dot_config/claude/skills/bash-dev,https://skillsmp.com/skills/cain96-dotfiles-dot-config-claude-skills-bash-dev-skill-md,1,0,1,6430,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/cain96-dotfiles-dot-config-claude-skills-bash-dev-skill-md/content,True,SKILL.md,318,746,88,18,0,23,8,1,2,38,2,0,False,False,False,False,False,coding_dev;devops_infra;documentation_writing,6,0,False
random,cameron5906-ecs-db-claude-skills-next-ticket-skill-md,cameron5906-ecs-db-claude-skills-next-ticket-skill-md,next-ticket,cameron5906,0,1769558754,https://github.com/cameron5906/ecs-db/tree/main/.claude/skills/next-ticket,https://skillsmp.com/skills/cameron5906-ecs-db-claude-skills-next-ticket-skill-md,1,0,1,1606,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/cameron5906-ecs-db-claude-skills-next-ticket-skill-md/content,True,SKILL.md,67,235,9,2,9,10,5,0,0,0,0,0,False,False,False,False,False,coding_dev;data_ml_ai;documentation_writing;workflow_automation,0,0,False
random,cameronapak-freedom-stack-v3-agents-skills-bknd-session-handling-skill-md,cameronapak-freedom-stack-v3-agents-skills-bknd-session-handling-skill-md,bknd-session-handling,cameronapak,24,1769006102,https://github.com/cameronapak/freedom-stack-v3/tree/main/.agents/skills/bknd-session-handling,https://skillsmp.com/skills/cameronapak-freedom-stack-v3-agents-skills-bknd-session-handling-skill-md,1,0,1,19128,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/cameronapak-freedom-stack-v3-agents-skills-bknd-session-handling-skill-md/content,True,SKILL.md,788,2116,37,50,5,33,4,1,3,2,0,0,False,False,False,False,False,coding_dev;security;workflow_automation;product_design,2,26,True
random,canpok1-maze-runner-claude-skills-fixing-pr-skill-md,canpok1-maze-runner-claude-skills-fixing-pr-skill-md,fixing-pr,canpok1,0,1770474622,https://github.com/canpok1/maze-runner/tree/main/.claude/skills/fixing-pr,https://skillsmp.com/skills/canpok1-maze-runner-claude-skills-fixing-pr-skill-md,1,0,1,5924,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/canpok1-maze-runner-claude-skills-fixing-pr-skill-md/content,True,SKILL.md,78,207,3,0,11,50,0,0,0,0,0,0,False,False,False,False,False,integration_tools,0,0,False
random,cantara-lib-electronic-components-claude-skills-documentation-maintenance-skill-md,cantara-lib-electronic-components-claude-skills-documentation-maintenance-skill-md,documentation-maintenance,Cantara,1,1769253839,https://github.com/Cantara/lib-electronic-components/tree/main/.claude/skills/documentation-maintenance,https://skillsmp.com/skills/cantara-lib-electronic-components-claude-skills-documentation-maintenance-skill-md,1,0,1,15994,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/cantara-lib-electronic-components-claude-skills-documentation-maintenance-skill-md/content,True,SKILL.md,542,1794,55,68,16,88,13,16,3,3,0,0,False,False,False,False,False,coding_dev;devops_infra;documentation_writing;workflow_automation,0,0,False
random,canyouseeus-thelostandunfounds-agent-skills-brand-email-manager-skill-md,canyouseeus-thelostandunfounds-agent-skills-brand-email-manager-skill-md,brand-email-manager,canyouseeus,0,1768591325,https://github.com/canyouseeus/thelostandunfounds/tree/main/.agent/skills/brand-email-manager,https://skillsmp.com/skills/canyouseeus-thelostandunfounds-agent-skills-brand-email-manager-skill-md,1,0,1,2480,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/canyouseeus-thelostandunfounds-agent-skills-brand-email-manager-skill-md/content,True,SKILL.md,51,300,7,4,5,6,0,0,2,4,0,0,False,False,False,False,False,domain_specific,3,0,False
random,canyouseeus-thelostandunfounds-agent-skills-commerce-engine-skill-md,canyouseeus-thelostandunfounds-agent-skills-commerce-engine-skill-md,commerce-engine,canyouseeus,0,1769813912,https://github.com/canyouseeus/thelostandunfounds/tree/main/.agent/skills/commerce-engine,https://skillsmp.com/skills/canyouseeus-thelostandunfounds-agent-skills-commerce-engine-skill-md,1,0,1,1406,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/canyouseeus-thelostandunfounds-agent-skills-commerce-engine-skill-md/content,True,SKILL.md,23,187,4,0,0,9,0,0,0,0,1,0,False,False,False,False,False,devops_infra;security;product_design,1,0,False
random,carlopezzuto-agents-plugins-javascript-typescript-skills-nodejs-backend-patterns-skill-md,carlopezzuto-agents-plugins-javascript-typescript-skills-nodejs-backend-patterns-skill-md,nodejs-backend-patterns,carlopezzuto,0,1768905203,https://github.com/carlopezzuto/agents/tree/main/plugins/javascript-typescript/skills/nodejs-backend-patterns,https://skillsmp.com/skills/carlopezzuto-agents-plugins-javascript-typescript-skills-nodejs-backend-patterns-skill-md,1,0,1,24850,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/carlopezzuto-agents-plugins-javascript-typescript-skills-nodejs-backend-patterns-skill-md/content,True,SKILL.md,1027,2657,27,38,15,12,29,1,13,8,1,0,False,False,False,False,False,coding_dev;security;workflow_automation;integration_tools,1,12,True
random,catchmeifyoucaan-surpriseson-skills-mcporter-skill-md,catchmeifyoucaan-surpriseson-skills-mcporter-skill-md,mcporter,catchmeifyoucaan,0,1770283791,https://github.com/catchmeifyoucaan/surpriseson/tree/main/skills/mcporter,https://skillsmp.com/skills/catchmeifyoucaan-surpriseson-skills-mcporter-skill-md,1,0,1,1483,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/catchmeifyoucaan-surpriseson-skills-mcporter-skill-md/content,True,SKILL.md,38,196,1,0,0,16,0,3,2,0,0,0,False,False,False,False,False,coding_dev;security;integration_tools,0,0,False
random,catlog22-claude-code-workflow-codex-skills-analyze-with-file-skill-md,catlog22-claude-code-workflow-codex-skills-analyze-with-file-skill-md,analyze-with-file,catlog22,1276,1770617272,https://github.com/catlog22/Claude-Code-Workflow/tree/main/.codex/skills/analyze-with-file,https://skillsmp.com/skills/catlog22-claude-code-workflow-codex-skills-analyze-with-file-skill-md,2,0,1,66865,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/catlog22-claude-code-workflow-codex-skills-analyze-with-file-skill-md/content,True,SKILL.md,1049,4746,75,56,25,114,40,1,5,44,24,0,False,False,False,False,False,coding_dev;devops_infra;documentation_writing;research_analysis;workflow_automation,4,0,False
random,cesaregarza-splatnlp-claude-skills-mechinterp-overview-skill-md,cesaregarza-splatnlp-claude-skills-mechinterp-overview-skill-md,mechinterp-overview,cesaregarza,1,1767950647,https://github.com/cesaregarza/SplatNLP/tree/main/.claude/skills/mechinterp-overview,https://skillsmp.com/skills/cesaregarza-splatnlp-claude-skills-mechinterp-overview-skill-md,1,0,1,15168,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/cesaregarza-splatnlp-claude-skills-mechinterp-overview-skill-md/content,True,SKILL.md,402,1976,54,14,25,51,6,22,6,1,23,0,False,False,False,False,False,data_ml_ai;documentation_writing;research_analysis,2,16,True
random,cgyudistira-agentkit-templates-skills-redis-caching-skill-md,cgyudistira-agentkit-templates-skills-redis-caching-skill-md,redis-caching,cgyudistira,0,1770597186,https://github.com/cgyudistira/agentkit/tree/main/templates/skills/redis-caching,https://skillsmp.com/skills/cgyudistira-agentkit-templates-skills-redis-caching-skill-md,1,0,1,561,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/cgyudistira-agentkit-templates-skills-redis-caching-skill-md/content,True,SKILL.md,24,71,4,0,3,3,2,1,0,0,0,0,False,True,False,False,False,coding_dev,1,0,False
random,cgyudistira-agentkit-templates-skills-threat-hunting-skill-md,cgyudistira-agentkit-templates-skills-threat-hunting-skill-md,threat-hunting,cgyudistira,0,1770597186,https://github.com/cgyudistira/agentkit/tree/main/templates/skills/threat-hunting,https://skillsmp.com/skills/cgyudistira-agentkit-templates-skills-threat-hunting-skill-md,1,0,1,571,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/cgyudistira-agentkit-templates-skills-threat-hunting-skill-md/content,True,SKILL.md,24,73,4,0,3,3,2,1,0,0,0,0,False,True,False,False,False,coding_dev;security,2,0,False
random,charleswiltgen-axiom-claude-plugin-plugins-axiom-skills-axiom-swift-concurrency-skill-md,charleswiltgen-axiom-claude-plugin-plugins-axiom-skills-axiom-swift-concurrency-skill-md,axiom-swift-concurrency,CharlesWiltgen,440,1770149697,https://github.com/CharlesWiltgen/Axiom/tree/main/.claude-plugin/plugins/axiom/skills/axiom-swift-concurrency,https://skillsmp.com/skills/charleswiltgen-axiom-claude-plugin-plugins-axiom-skills-axiom-swift-concurrency-skill-md,1,0,1,25909,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/charleswiltgen-axiom-claude-plugin-plugins-axiom-skills-axiom-swift-concurrency-skill-md/content,True,SKILL.md,953,3108,52,78,9,64,12,0,12,0,19,1,False,False,False,False,False,coding_dev;documentation_writing;workflow_automation;product_design,2,0,False
random,charleswiltgen-axiom-claude-plugin-plugins-axiom-skills-axiom-typography-ref-skill-md,charleswiltgen-axiom-claude-plugin-plugins-axiom-skills-axiom-typography-ref-skill-md,axiom-typography-ref,CharlesWiltgen,440,1770149697,https://github.com/CharlesWiltgen/Axiom/tree/main/.claude-plugin/plugins/axiom/skills/axiom-typography-ref,https://skillsmp.com/skills/charleswiltgen-axiom-claude-plugin-plugins-axiom-skills-axiom-typography-ref-skill-md,1,0,1,13575,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/charleswiltgen-axiom-claude-plugin-plugins-axiom-skills-axiom-typography-ref-skill-md/content,True,SKILL.md,478,1683,39,46,12,59,1,3,3,0,17,1,False,False,False,False,False,coding_dev;product_design,1,0,False
random,chaterm-terminal-skills-network-tcp-ip-skill-md,chaterm-terminal-skills-network-tcp-ip-skill-md,tcp-ip,chaterm,10,1768817521,https://github.com/chaterm/terminal-skills/tree/main/network/tcp-ip,https://skillsmp.com/skills/chaterm-terminal-skills-network-tcp-ip-skill-md,1,0,1,2553,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/chaterm-terminal-skills-network-tcp-ip-skill-md/content,True,SKILL.md,148,300,35,14,0,0,0,0,0,0,5,0,False,False,False,False,False,coding_dev,0,0,False
random,cheekycodexconjurer-quant-lab-agent-docs-templates-codex-skills-backlog-curator-skill-md,cheekycodexconjurer-quant-lab-agent-docs-templates-codex-skills-backlog-curator-skill-md,backlog-curator,CheekyCodexConjurer,0,1767707482,https://github.com/CheekyCodexConjurer/quant-lab/tree/main/.agent-docs/templates/.codex/skills/backlog_curator,https://skillsmp.com/skills/cheekycodexconjurer-quant-lab-agent-docs-templates-codex-skills-backlog-curator-skill-md,1,0,1,592,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/cheekycodexconjurer-quant-lab-agent-docs-templates-codex-skills-backlog-curator-skill-md/content,True,SKILL.md,21,84,4,0,4,2,2,0,1,0,0,0,False,True,False,False,False,workflow_automation,1,0,False
random,christowles-blog-claude-skills-blog-04-image-prompt-skill-md,christowles-blog-claude-skills-blog-04-image-prompt-skill-md,blog-04-image-prompt,ChrisTowles,4,1769304115,https://github.com/ChrisTowles/blog/tree/main/.claude/skills/blog-04-image-prompt,https://skillsmp.com/skills/christowles-blog-claude-skills-blog-04-image-prompt-skill-md,1,0,1,3524,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/christowles-blog-claude-skills-blog-04-image-prompt-skill-md/content,True,SKILL.md,94,467,11,4,2,27,0,1,0,14,0,0,False,False,False,False,False,data_ml_ai;workflow_automation,1,0,False
random,cin12211-orca-q-agent-skills-css-expert-skill-md,cin12211-orca-q-agent-skills-css-expert-skill-md,css-styling-expert,cin12211,60,1768734479,https://github.com/cin12211/orca-q/tree/main/.agent/skills/css-expert,https://skillsmp.com/skills/cin12211-orca-q-agent-skills-css-expert-skill-md,1,0,1,18323,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/cin12211-orca-q-agent-skills-css-expert-skill-md/content,True,SKILL.md,401,2243,35,14,10,149,4,1,2,0,1,0,False,False,False,False,False,coding_dev;research_analysis;product_design,3,3,True
random,cinderzhang-driver-plugin-skills-implement-screen-skill-md,cinderzhang-driver-plugin-skills-implement-screen-skill-md,implement-screen,CinderZhang,2,1769320689,https://github.com/CinderZhang/driver-plugin/tree/main/skills/implement-screen,https://skillsmp.com/skills/cinderzhang-driver-plugin-skills-implement-screen-skill-md,1,0,1,9168,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/cinderzhang-driver-plugin-skills-implement-screen-skill-md/content,True,SKILL.md,330,1264,32,24,5,39,10,0,12,1,3,0,False,False,False,False,False,coding_dev;security;documentation_writing;research_analysis;product_design,1,0,False
random,cinience-alicloud-skills-skills-ai-platform-alicloud-ai-pai-aiworkspace-skill-md,cinience-alicloud-skills-skills-ai-platform-alicloud-ai-pai-aiworkspace-skill-md,alicloud-ai-pai-aiworkspace,cinience,99,1770128207,https://github.com/cinience/alicloud-skills/tree/main/skills/ai/platform/alicloud-ai-pai-aiworkspace,https://skillsmp.com/skills/cinience-alicloud-skills-skills-ai-platform-alicloud-ai-pai-aiworkspace-skill-md,4,3,2,5039,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/cinience-alicloud-skills-skills-ai-platform-alicloud-ai-pai-aiworkspace-skill-md/content,True,SKILL.md,60,254,8,4,0,4,1,0,0,0,0,0,True,False,True,True,False,coding_dev;devops_infra;workflow_automation,1,1,True
random,cityfish91159-maihouses-claude-skills-audit-logging-skill-md,cityfish91159-maihouses-claude-skills-audit-logging-skill-md,audit-logging,cityfish91159,1,1769681164,https://github.com/cityfish91159/maihouses/tree/main/.claude/skills/audit_logging,https://skillsmp.com/skills/cityfish91159-maihouses-claude-skills-audit-logging-skill-md,1,0,1,1114,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/cityfish91159-maihouses-claude-skills-audit-logging-skill-md/content,True,SKILL.md,35,139,4,2,0,12,0,1,0,0,0,0,False,False,False,False,False,coding_dev,0,0,False
random,citypaul-dotfiles-claude-claude-skills-planning-skill-md,citypaul-dotfiles-claude-claude-skills-planning-skill-md,planning,citypaul,516,1765402968,https://github.com/citypaul/.dotfiles/tree/main/claude/.claude/skills/planning,https://skillsmp.com/skills/citypaul-dotfiles-claude-claude-skills-planning-skill-md,1,0,1,8635,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/citypaul-dotfiles-claude-claude-skills-planning-skill-md/content,True,SKILL.md,327,960,40,14,11,57,29,2,5,0,0,0,False,False,False,False,False,coding_dev;data_ml_ai;documentation_writing;research_analysis;workflow_automation;integration_tools,9,0,False
random,ckorhonen-claude-skills-skills-gsplat-optimizer-skill-md,ckorhonen-claude-skills-skills-gsplat-optimizer-skill-md,gsplat-optimizer,ckorhonen,1,1768700800,https://github.com/ckorhonen/claude-skills/tree/main/skills/gsplat-optimizer,https://skillsmp.com/skills/ckorhonen-claude-skills-skills-gsplat-optimizer-skill-md,6,2,2,44851,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/ckorhonen-claude-skills-skills-gsplat-optimizer-skill-md/content,True,SKILL.md,141,713,19,4,16,25,7,0,0,0,5,0,True,False,True,False,False,coding_dev;documentation_writing;research_analysis;workflow_automation;integration_tools,0,0,False
random,clarinovist-ceritakita-booking-agent-skills-planning-implementation-skill-md,clarinovist-ceritakita-booking-agent-skills-planning-implementation-skill-md,planning-implementation,clarinovist,0,1769829417,https://github.com/clarinovist/ceritakita-booking/tree/main/.agent/skills/planning-implementation,https://skillsmp.com/skills/clarinovist-ceritakita-booking-agent-skills-planning-implementation-skill-md,1,0,1,2295,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/clarinovist-ceritakita-booking-agent-skills-planning-implementation-skill-md/content,True,SKILL.md,85,335,6,10,5,14,8,0,0,0,0,0,False,False,False,False,False,coding_dev;documentation_writing;workflow_automation,0,0,False
random,cleanexpo-unite-hub-claude-skills-no-bluff-seo-skill-md,cleanexpo-unite-hub-claude-skills-no-bluff-seo-skill-md,no-bluff-seo-skill,CleanExpo,1,1768449358,https://github.com/CleanExpo/Unite-Hub/tree/main/.claude/skills/no-bluff-seo,https://skillsmp.com/skills/cleanexpo-unite-hub-claude-skills-no-bluff-seo-skill-md,1,0,1,1937,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/cleanexpo-unite-hub-claude-skills-no-bluff-seo-skill-md/content,True,SKILL.md,72,274,11,0,4,34,0,0,0,0,0,0,False,False,False,False,False,coding_dev;product_design,1,0,False
random,cliftonc-unwind-skills-analyzing-integration-tests-skill-md,cliftonc-unwind-skills-analyzing-integration-tests-skill-md,analyzing-integration-tests,cliftonc,9,1768540917,https://github.com/cliftonc/unwind/tree/main/skills/analyzing-integration-tests,https://skillsmp.com/skills/cliftonc-unwind-skills-analyzing-integration-tests-skill-md,1,0,1,7626,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/cliftonc-unwind-skills-analyzing-integration-tests-skill-md/content,True,SKILL.md,284,787,22,22,15,12,7,8,0,0,1,0,False,False,False,False,False,coding_dev;documentation_writing;research_analysis;workflow_automation;integration_tools,0,2,True
