cohort,skill_id,skill_name,skill_md_path,trigger_hits,constraint_hits,error_hits,io_hits,sequence_hits,example_hits,heading_count,ordered_list_count,bullet_list_count,code_fence_count,placeholder_count,spec_form_auto,trigger_score,constraint_score,step_score,error_score,io_score,example_score,structuredness_score
popular,davila7-claude-code-templates-cli-tool-components-skills-development-docker-expert-skill-md,docker-expert,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-docker-expert-skill-md/content/SKILL.md,0,6,0,4,5,1,44,5,87,12,1,mixed,0,20,15,0,15,15,65
popular,davila7-claude-code-templates-cli-tool-components-skills-development-environment-setup-guide-skill-md,environment-setup-guide,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-environment-setup-guide-skill-md/content/SKILL.md,11,11,3,1,24,10,88,0,76,9,5,mixed,20,20,15,15,15,15,100
popular,davila7-claude-code-templates-cli-tool-components-skills-development-error-resolver-skill-md,error-resolver,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-error-resolver-skill-md/content/SKILL.md,1,1,0,5,10,1,51,24,43,11,2,mixed,10,10,15,0,15,15,65
popular,davila7-claude-code-templates-cli-tool-components-skills-development-feature-design-assistant-skill-md,feature-design-assistant,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-feature-design-assistant-skill-md/content/SKILL.md,1,0,5,6,7,1,24,6,23,11,0,mixed,10,0,15,15,15,15,70
popular,davila7-claude-code-templates-cli-tool-components-skills-development-firebase-skill-md,firebase,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-firebase-skill-md/content/SKILL.md,0,0,0,0,0,0,11,0,9,0,0,structured_template,0,0,0,0,0,0,0
popular,davila7-claude-code-templates-cli-tool-components-skills-development-frontend-dev-guidelines-skill-md,frontend-dev-guidelines,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-frontend-dev-guidelines-skill-md/content/SKILL.md,2,2,0,8,1,12,24,8,78,7,5,mixed,20,20,15,0,15,15,85
popular,davila7-claude-code-templates-cli-tool-components-skills-development-gcp-cloud-run-skill-md,gcp-cloud-run,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-gcp-cloud-run-skill-md/content/SKILL.md,3,0,0,1,0,0,28,0,14,14,11,mixed,20,0,0,0,15,15,50
popular,davila7-claude-code-templates-cli-tool-components-skills-development-gh-address-comments-skill-md,gh-address-comments,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-gh-address-comments-skill-md/content/SKILL.md,0,0,1,0,4,2,4,0,7,0,0,natural_language,0,0,15,8,0,15,38
popular,davila7-claude-code-templates-cli-tool-components-skills-development-gh-fix-ci-skill-md,gh-fix-ci,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-gh-fix-ci-skill-md/content/SKILL.md,1,1,2,3,8,3,7,8,32,0,0,structured_template,10,10,15,15,15,15,80
popular,davila7-claude-code-templates-cli-tool-components-skills-development-git-commit-helper-skill-md,git-commit-helper,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-git-commit-helper-skill-md/content/SKILL.md,1,2,0,6,3,2,27,11,38,10,0,mixed,10,20,15,0,15,15,75
popular,davila7-claude-code-templates-cli-tool-components-skills-development-git-pushing-skill-md,git-pushing,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-git-pushing-skill-md/content/SKILL.md,2,1,0,0,3,0,3,0,4,2,0,natural_language,20,10,15,0,0,15,60
popular,davila7-claude-code-templates-cli-tool-components-skills-development-github-actions-creator-skill-md,github-actions-creator,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-github-actions-creator-skill-md/content/SKILL.md,1,6,0,4,19,1,35,15,38,11,4,mixed,10,20,15,0,15,15,75
popular,davila7-claude-code-templates-cli-tool-components-skills-development-github-workflow-automation-skill-md,github-workflow-automation,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-github-workflow-automation-skill-md/content/SKILL.md,3,2,9,22,10,1,72,6,72,18,35,mixed,20,20,15,15,15,15,100
popular,davila7-claude-code-templates-cli-tool-components-skills-development-graphql-skill-md,graphql,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-graphql-skill-md/content/SKILL.md,0,1,0,9,0,0,12,0,9,0,0,structured_template,0,10,0,0,15,0,25
popular,davila7-claude-code-templates-cli-tool-components-skills-development-heygen-best-practices-skill-md,heygen-best-practices,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-heygen-best-practices-skill-md/content/SKILL.md,1,1,0,0,1,1,7,0,19,0,0,structured_template,10,10,8,0,0,8,36
popular,davila7-claude-code-templates-cli-tool-components-skills-development-hubspot-integration-skill-md,hubspot-integration,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-hubspot-integration-skill-md/content/SKILL.md,1,0,0,0,0,0,10,0,0,0,0,structured_template,10,0,0,0,0,0,10
popular,davila7-claude-code-templates-cli-tool-components-skills-development-i18n-localization-skill-md,i18n-localization,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-i18n-localization-skill-md/content/SKILL.md,1,1,2,6,3,0,15,0,17,5,0,structured_template,10,10,15,15,15,15,80
popular,davila7-claude-code-templates-cli-tool-components-skills-development-it-operations-skill-md,it-operations,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-it-operations-skill-md/content/SKILL.md,0,1,13,1,9,0,32,23,129,10,0,mixed,0,10,15,15,8,15,63
popular,davila7-claude-code-templates-cli-tool-components-skills-development-javascript-mastery-skill-md,javascript-mastery,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-javascript-mastery-skill-md/content/SKILL.md,3,4,0,25,14,1,34,3,16,24,1,mixed,20,20,15,0,15,15,85
popular,davila7-claude-code-templates-cli-tool-components-skills-development-jupyter-notebook-skill-md,jupyter-notebook,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-jupyter-notebook-skill-md/content/SKILL.md,2,4,0,5,5,2,10,6,19,4,7,structured_template,20,20,15,0,15,15,85
popular,davila7-claude-code-templates-cli-tool-components-skills-development-lint-and-validate-skill-md,lint-and-validate,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-lint-and-validate-skill-md/content/SKILL.md,0,1,2,1,0,0,7,10,3,0,0,structured_template,0,10,15,15,8,0,48
popular,davila7-claude-code-templates-cli-tool-components-skills-development-linux-shell-scripting-skill-md,linux-production-shell-scripts,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-linux-shell-scripting-skill-md/content/SKILL.md,1,1,0,4,13,1,46,4,11,26,0,mixed,10,10,15,0,15,15,65
popular,davila7-claude-code-templates-cli-tool-components-skills-development-mermaid-diagram-specialist-skill-md,mermaid-diagram-specialist,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-mermaid-diagram-specialist-skill-md/content/SKILL.md,3,0,1,20,10,4,19,20,95,15,1,mixed,20,0,15,8,15,15,73
popular,davila7-claude-code-templates-cli-tool-components-skills-development-moodle-external-api-development-skill-md,moodle-external-api-development,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-moodle-external-api-development-skill-md/content/SKILL.md,2,11,2,37,10,3,35,12,79,14,49,mixed,20,20,15,15,15,15,100
popular,davila7-claude-code-templates-cli-tool-components-skills-development-move-code-quality-skill-md,move-code-quality,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-move-code-quality-skill-md/content/SKILL.md,2,7,0,7,7,5,30,18,121,5,1,structured_template,20,20,15,0,15,15,85
popular,davila7-claude-code-templates-cli-tool-components-skills-development-mui-skill-md,mui,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-mui-skill-md/content/SKILL.md,2,3,0,5,1,1,32,0,12,20,15,mixed,20,20,8,0,15,15,78
popular,davila7-claude-code-templates-cli-tool-components-skills-development-neon-postgres-skill-md,neon-postgres,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-neon-postgres-skill-md/content/SKILL.md,1,1,0,0,0,0,6,0,7,0,0,structured_template,10,10,0,0,0,0,20
popular,davila7-claude-code-templates-cli-tool-components-skills-development-nestjs-expert-skill-md,nestjs-expert,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-nestjs-expert-skill-md/content/SKILL.md,0,4,1,7,2,19,76,73,115,15,0,mixed,0,20,15,8,15,15,73
popular,davila7-claude-code-templates-cli-tool-components-skills-development-netlify-deploy-skill-md,netlify-deploy,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-netlify-deploy-skill-md/content/SKILL.md,2,1,3,4,11,2,36,14,33,10,0,mixed,20,10,15,15,15,15,90
popular,davila7-claude-code-templates-cli-tool-components-skills-development-nextjs-best-practices-skill-md,nextjs-best-practices,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-nextjs-best-practices-skill-md/content/SKILL.md,0,1,0,5,4,0,27,0,22,2,0,structured_template,0,10,15,0,15,15,55
popular,davila7-claude-code-templates-cli-tool-components-skills-development-nextjs-supabase-auth-skill-md,nextjs-supabase-auth,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-nextjs-supabase-auth-skill-md/content/SKILL.md,1,1,0,0,5,0,12,5,6,0,0,structured_template,10,10,15,0,0,0,35
popular,davila7-claude-code-templates-cli-tool-components-skills-development-nodejs-best-practices-skill-md,nodejs-best-practices,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-nodejs-best-practices-skill-md/content/SKILL.md,2,5,0,9,5,0,37,8,44,10,0,mixed,20,20,15,0,15,15,85
popular,davila7-claude-code-templates-cli-tool-components-skills-development-nosql-expert-skill-md,nosql-expert,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-nosql-expert-skill-md/content/SKILL.md,1,5,1,1,3,0,15,3,27,0,0,structured_template,10,20,15,8,8,0,61
popular,davila7-claude-code-templates-cli-tool-components-skills-development-openapi-to-typescript-skill-md,openapi-to-typescript,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-openapi-to-typescript-skill-md/content/SKILL.md,1,4,0,20,1,2,17,9,23,14,7,mixed,10,20,15,0,15,15,75
popular,davila7-claude-code-templates-cli-tool-components-skills-development-performance-profiling-skill-md,performance-profiling,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-performance-profiling-skill-md/content/SKILL.md,0,1,0,0,3,1,18,4,0,1,0,structured_template,0,10,15,0,0,8,33
popular,davila7-claude-code-templates-cli-tool-components-skills-development-performance-skill-md,performance,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-performance-skill-md/content/SKILL.md,1,2,4,9,6,6,36,4,4,20,0,mixed,10,20,15,15,15,15,90
popular,davila7-claude-code-templates-cli-tool-components-skills-development-plaid-fintech-skill-md,plaid-fintech,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-plaid-fintech-skill-md/content/SKILL.md,1,1,0,0,0,0,10,0,0,0,0,structured_template,10,10,0,0,0,0,20
popular,davila7-claude-code-templates-cli-tool-components-skills-development-playwright-skill-md,playwright,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-playwright-skill-md/content/SKILL.md,2,8,1,1,3,5,16,5,13,10,27,mixed,20,20,15,8,15,15,93
popular,davila7-claude-code-templates-cli-tool-components-skills-development-plugin-forge-skill-md,plugin-forge,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-plugin-forge-skill-md/content/SKILL.md,2,0,0,4,3,3,24,2,17,10,0,mixed,20,0,15,0,15,15,65
popular,davila7-claude-code-templates-cli-tool-components-skills-development-postgres-best-practices-skill-md,supabase-postgres-best-practices,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-postgres-best-practices-skill-md/content/SKILL.md,1,0,0,6,0,3,5,0,12,1,0,structured_template,10,0,0,0,15,15,40
popular,davila7-claude-code-templates-cli-tool-components-skills-development-powershell-windows-skill-md,powershell-windows,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-powershell-windows-skill-md/content/SKILL.md,0,2,0,6,3,0,25,0,3,2,5,structured_template,0,20,15,0,15,15,65
popular,davila7-claude-code-templates-cli-tool-components-skills-development-prisma-expert-skill-md,prisma-expert,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-prisma-expert-skill-md/content/SKILL.md,0,8,2,24,2,0,37,21,52,13,0,mixed,0,20,15,15,15,15,80
popular,davila7-claude-code-templates-cli-tool-components-skills-development-production-code-audit-skill-md,production-code-audit,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-production-code-audit-skill-md/content/SKILL.md,8,9,0,10,9,4,37,44,183,4,1,mixed,20,20,15,0,15,15,85
popular,davila7-claude-code-templates-cli-tool-components-skills-development-python-patterns-skill-md,python-patterns,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-python-patterns-skill-md/content/SKILL.md,4,6,1,7,1,0,49,4,21,18,0,mixed,20,20,15,8,15,15,93
popular,davila7-claude-code-templates-cli-tool-components-skills-development-react-best-practices-skill-md,vercel-react-best-practices,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-react-best-practices-skill-md/content/SKILL.md,0,2,0,1,8,3,14,0,54,1,0,structured_template,0,20,15,0,8,15,58
popular,davila7-claude-code-templates-cli-tool-components-skills-development-react-dev-skill-md,react-dev,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-react-dev-skill-md/content/SKILL.md,0,1,0,21,0,4,1,0,28,20,16,mixed,0,10,0,0,15,15,40
popular,davila7-claude-code-templates-cli-tool-components-skills-development-react-patterns-skill-md,react-patterns,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-react-patterns-skill-md/content/SKILL.md,0,1,3,0,2,1,27,4,23,0,0,structured_template,0,10,15,15,0,8,48
popular,davila7-claude-code-templates-cli-tool-components-skills-development-react-ui-patterns-skill-md,react-ui-patterns,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-react-ui-patterns-skill-md/content/SKILL.md,1,2,3,14,1,0,23,9,10,14,20,mixed,10,20,15,15,15,15,90
popular,davila7-claude-code-templates-cli-tool-components-skills-development-react-useeffect-skill-md,react-useeffect,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-react-useeffect-skill-md/content/SKILL.md,1,2,0,0,1,0,6,4,6,1,0,structured_template,10,20,15,0,0,8,53
popular,davila7-claude-code-templates-cli-tool-components-skills-development-render-deploy-skill-md,render-deploy,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-render-deploy-skill-md/content/SKILL.md,7,5,15,8,25,4,35,21,49,26,1,mixed,20,20,15,15,15,15,100
popular,davila7-claude-code-templates-cli-tool-components-skills-development-salesforce-development-skill-md,salesforce-development,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-salesforce-development-skill-md/content/SKILL.md,1,1,0,0,0,0,10,0,0,0,0,structured_template,10,10,0,0,0,0,20
popular,davila7-claude-code-templates-cli-tool-components-skills-development-screenshot-feature-extractor-skill-md,screenshot-feature-extractor,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-screenshot-feature-extractor-skill-md/content/SKILL.md,1,0,0,14,0,0,10,10,5,6,0,mixed,10,0,15,0,15,15,55
popular,davila7-claude-code-templates-cli-tool-components-skills-development-security-compliance-skill-md,security-compliance,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-security-compliance-skill-md/content/SKILL.md,6,6,12,3,6,0,82,54,511,10,0,mixed,20,20,15,15,15,15,100
popular,davila7-claude-code-templates-cli-tool-components-skills-development-senior-architect-skill-md,senior-architect,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-senior-architect-skill-md/content/SKILL.md,1,1,3,4,6,3,38,0,54,7,0,mixed,10,10,15,15,15,15,80
popular,davila7-claude-code-templates-cli-tool-components-skills-development-senior-backend-skill-md,senior-backend,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-senior-backend-skill-md/content/SKILL.md,1,1,3,4,6,3,38,0,54,7,0,mixed,10,10,15,15,15,15,80
popular,davila7-claude-code-templates-cli-tool-components-skills-development-senior-computer-vision-skill-md,senior-computer-vision,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-senior-computer-vision-skill-md/content/SKILL.md,1,0,1,2,3,1,29,5,93,2,0,structured_template,10,0,15,8,15,15,63
popular,davila7-claude-code-templates-cli-tool-components-skills-development-senior-data-engineer-skill-md,senior-data-engineer,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-senior-data-engineer-skill-md/content/SKILL.md,1,0,1,2,3,1,29,5,93,2,0,structured_template,10,0,15,8,15,15,63
popular,davila7-claude-code-templates-cli-tool-components-skills-development-senior-data-scientist-skill-md,senior-data-scientist,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-senior-data-scientist-skill-md/content/SKILL.md,1,0,1,2,3,1,29,5,93,2,0,structured_template,10,0,15,8,15,15,63
popular,davila7-claude-code-templates-cli-tool-components-skills-development-senior-devops-skill-md,senior-devops,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-senior-devops-skill-md/content/SKILL.md,1,1,3,4,6,3,38,0,54,7,0,mixed,10,10,15,15,15,15,80
popular,davila7-claude-code-templates-cli-tool-components-skills-development-senior-frontend-skill-md,senior-frontend,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-senior-frontend-skill-md/content/SKILL.md,1,1,3,4,6,3,38,0,54,7,0,mixed,10,10,15,15,15,15,80
popular,davila7-claude-code-templates-cli-tool-components-skills-development-senior-fullstack-skill-md,senior-fullstack,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-senior-fullstack-skill-md/content/SKILL.md,1,1,3,4,7,3,38,0,54,7,0,mixed,10,10,15,15,15,15,80
popular,davila7-claude-code-templates-cli-tool-components-skills-development-senior-ml-engineer-skill-md,senior-ml-engineer,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-senior-ml-engineer-skill-md/content/SKILL.md,1,0,1,2,3,1,29,5,93,2,0,structured_template,10,0,15,8,15,15,63
popular,davila7-claude-code-templates-cli-tool-components-skills-development-senior-prompt-engineer-skill-md,senior-prompt-engineer,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-senior-prompt-engineer-skill-md/content/SKILL.md,1,0,1,3,3,1,29,5,93,2,0,structured_template,10,0,15,8,15,15,63
popular,davila7-claude-code-templates-cli-tool-components-skills-development-senior-qa-skill-md,senior-qa,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-senior-qa-skill-md/content/SKILL.md,1,1,3,4,6,3,38,0,54,7,0,mixed,10,10,15,15,15,15,80
popular,davila7-claude-code-templates-cli-tool-components-skills-development-senior-secops-skill-md,senior-secops,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-senior-secops-skill-md/content/SKILL.md,1,1,3,4,6,3,38,0,54,7,0,mixed,10,10,15,15,15,15,80
popular,davila7-claude-code-templates-cli-tool-components-skills-development-senior-security-skill-md,senior-security,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-senior-security-skill-md/content/SKILL.md,1,1,3,4,6,3,38,0,54,7,0,mixed,10,10,15,15,15,15,80
popular,davila7-claude-code-templates-cli-tool-components-skills-development-seo-skill-md,seo,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-seo-skill-md/content/SKILL.md,1,5,0,12,1,31,38,0,61,22,0,mixed,10,20,8,0,15,15,68
popular,davila7-claude-code-templates-cli-tool-components-skills-development-server-management-skill-md,server-management,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-server-management-skill-md/content/SKILL.md,1,1,2,1,2,0,20,9,3,0,0,structured_template,10,10,15,15,8,0,58
popular,davila7-claude-code-templates-cli-tool-components-skills-development-skill-creation-guide-skill-md,skill-creation-guide,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-skill-creation-guide-skill-md/content/SKILL.md,9,12,1,16,20,35,33,27,45,8,0,mixed,20,20,15,8,15,15,93
popular,davila7-claude-code-templates-cli-tool-components-skills-development-skill-installer-skill-md,skill-installer,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-skill-installer-skill-md/content/SKILL.md,1,1,2,2,2,0,5,3,18,0,4,structured_template,10,10,15,15,15,0,65
popular,davila7-claude-code-templates-cli-tool-components-skills-development-software-architecture-skill-md,software-architecture,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-software-architecture-skill-md/content/SKILL.md,0,9,1,2,1,2,8,0,48,0,0,structured_template,0,20,8,8,15,15,66
popular,davila7-claude-code-templates-cli-tool-components-skills-development-stripe-integration-skill-md,stripe-integration,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-stripe-integration-skill-md/content/SKILL.md,1,0,0,0,2,0,13,0,11,0,0,structured_template,10,0,8,0,0,0,18
popular,davila7-claude-code-templates-cli-tool-components-skills-development-task-execution-engine-skill-md,task-execution-engine,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-task-execution-engine-skill-md/content/SKILL.md,1,0,1,5,5,0,13,6,25,7,0,mixed,10,0,15,8,15,15,63
popular,davila7-claude-code-templates-cli-tool-components-skills-development-tdd-workflow-skill-md,tdd-workflow,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-tdd-workflow-skill-md/content/SKILL.md,1,4,0,1,9,1,18,3,9,1,0,structured_template,10,20,15,0,8,8,61
popular,davila7-claude-code-templates-cli-tool-components-skills-development-test-fixing-skill-md,test-fixing,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-test-fixing-skill-md/content/SKILL.md,2,1,0,1,8,1,10,10,42,1,0,structured_template,20,10,15,0,8,8,61
popular,davila7-claude-code-templates-cli-tool-components-skills-development-testing-patterns-skill-md,testing-patterns,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-testing-patterns-skill-md/content/SKILL.md,1,3,0,3,2,2,22,6,14,12,3,mixed,10,20,15,0,15,15,75
popular,davila7-claude-code-templates-cli-tool-components-skills-development-typescript-expert-skill-md,typescript-expert,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-typescript-expert-skill-md/content/SKILL.md,0,16,0,4,3,2,63,15,92,16,1,mixed,0,20,15,0,15,15,65
popular,davila7-claude-code-templates-cli-tool-components-skills-development-using-git-worktrees-skill-md,using-git-worktrees,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-using-git-worktrees-skill-md/content/SKILL.md,1,1,0,0,6,2,33,5,21,10,5,mixed,10,10,15,0,15,15,65
popular,davila7-claude-code-templates-cli-tool-components-skills-development-using-superpowers-skill-md,using-superpowers,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-using-superpowers-skill-md/content/SKILL.md,1,2,0,0,11,0,6,2,0,1,0,structured_template,10,20,15,0,0,8,53
popular,davila7-claude-code-templates-cli-tool-components-skills-development-vercel-deploy-skill-md,vercel-deploy,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-vercel-deploy-skill-md/content/SKILL.md,2,3,7,3,0,1,11,0,2,4,0,structured_template,20,20,0,15,15,15,85
popular,davila7-claude-code-templates-cli-tool-components-skills-development-vercel-deployment-skill-md,vercel-deployment,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-vercel-deployment-skill-md/content/SKILL.md,1,0,0,0,2,0,13,5,6,0,0,structured_template,10,0,15,0,0,0,25
