cohort,skill_id,skill_dirname,skill_name,author,stars,updated_at,github_url,skill_url,file_count,dir_count,max_depth,total_bytes,local_content_path,has_skill_md,skill_md_relpath,skill_md_lines,skill_md_words,heading_count,code_fence_count,ordered_list_count,bullet_list_count,step_signal_count,example_signal_count,boundary_signal_count,placeholder_count,version_mention_count,license_mention_count,has_scripts,has_templates,has_docs,has_config,has_license_file,taxonomy_labels,security_positive_score,security_risk_score,has_security_risk_signal
popular,github-awesome-copilot-skills-azure-devops-cli-skill-md,github-awesome-copilot-skills-azure-devops-cli-skill-md,azure-devops-cli,github,20780,1769102332,https://github.com/github/awesome-copilot/tree/main/skills/azure-devops-cli,https://skillsmp.com/skills/github-awesome-copilot-skills-azure-devops-cli-skill-md,1,0,1,55003,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/github-awesome-copilot-skills-azure-devops-cli-skill-md/content,True,SKILL.md,2467,6876,460,374,0,7,20,12,2,439,5,2,False,False,False,False,False,coding_dev;devops_infra;security;workflow_automation;integration_tools,4,6,True
random,julianromli-ai-skills-skills-agents-md-generator-skill-md,julianromli-ai-skills-skills-agents-md-generator-skill-md,agents-md-generator,julianromli,135,1766041656,https://github.com/julianromli/ai-skills/tree/main/skills/agents-md-generator,https://skillsmp.com/skills/julianromli-ai-skills-skills-agents-md-generator-skill-md,1,0,1,5609,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/julianromli-ai-skills-skills-agents-md-generator-skill-md/content,True,SKILL.md,188,784,34,14,14,54,0,7,4,0,0,0,False,False,False,False,False,coding_dev;security;documentation_writing;research_analysis;workflow_automation;product_design;integration_tools,3,6,True
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-context-window-management-skill-md,davila7-claude-code-templates-cli-tool-components-skills-ai-research-context-window-management-skill-md,context-window-management,davila7,20041,1769353274,https://github.com/davila7/claude-code-templates/tree/main/cli-tool/components/skills/ai-research/context-window-management,https://skillsmp.com/skills/davila7-claude-code-templates-cli-tool-components-skills-ai-research-context-window-management-skill-md,1,0,1,1439,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-ai-research-context-window-management-skill-md/content,True,SKILL.md,53,186,11,0,0,6,0,0,1,0,1,0,False,True,False,False,False,coding_dev;data_ml_ai,2,6,True
popular,patchy631-ai-engineering-hub-hugging-face-skills-skills-hugging-face-tool-builder-skill-md,patchy631-ai-engineering-hub-hugging-face-skills-skills-hugging-face-tool-builder-skill-md,hugging-face-tool-builder,patchy631,28245,1769769658,https://github.com/patchy631/ai-engineering-hub/tree/main/hugging-face-skills/skills/hugging-face-tool-builder,https://skillsmp.com/skills/patchy631-ai-engineering-hub-hugging-face-skills-skills-hugging-face-tool-builder-skill-md,8,1,2,28963,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/patchy631-ai-engineering-hub-hugging-face-skills-skills-hugging-face-tool-builder-skill-md/content,True,SKILL.md,110,742,6,8,0,16,1,5,1,1,1,2,True,False,True,False,False,coding_dev;devops_infra;data_ml_ai;security;workflow_automation,2,6,True
random,oimiragieo-agent-studio-claude-skills-prd-generator-skill-md,oimiragieo-agent-studio-claude-skills-prd-generator-skill-md,prd-generator,oimiragieo,5,1770657932,https://github.com/oimiragieo/agent-studio/tree/main/.claude/skills/prd-generator,https://skillsmp.com/skills/oimiragieo-agent-studio-claude-skills-prd-generator-skill-md,1,0,1,27280,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/oimiragieo-agent-studio-claude-skills-prd-generator-skill-md/content,True,SKILL.md,697,3077,50,34,42,154,13,2,5,10,9,0,False,False,False,False,False,coding_dev;data_ml_ai;security;documentation_writing;research_analysis;workflow_automation;integration_tools,2,6,True
random,duclm1x1-dive-ai-skills-library-clawdbot-tools-migrator-skill-md,duclm1x1-dive-ai-skills-library-clawdbot-tools-migrator-skill-md,migrator,duclm1x1,0,1770745846,https://github.com/duclm1x1/Dive-Ai/tree/main/skills_library/clawdbot_tools/migrator,https://skillsmp.com/skills/duclm1x1-dive-ai-skills-library-clawdbot-tools-migrator-skill-md,1,0,1,927,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/duclm1x1-dive-ai-skills-library-clawdbot-tools-migrator-skill-md/content,True,SKILL.md,34,120,6,4,0,3,0,0,0,0,0,0,False,False,False,False,False,security;workflow_automation,1,6,True
random,openclaw-skills-skills-jb-fliz-fliz-ai-video-generator-skill-md,openclaw-skills-skills-jb-fliz-fliz-ai-video-generator-skill-md,fliz-ai-video-generator,openclaw,834,1769549627,https://github.com/openclaw/skills/tree/main/skills/jb-fliz/fliz-ai-video-generator,https://skillsmp.com/skills/openclaw-skills-skills-jb-fliz-fliz-ai-video-generator-skill-md,14,4,3,84550,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/openclaw-skills-skills-jb-fliz-fliz-ai-video-generator-skill-md/content,True,SKILL.md,233,767,22,24,4,20,9,5,1,4,1,0,True,False,True,True,True,coding_dev;security;workflow_automation;integration_tools,1,6,True
random,thekingjeze-mi-platform-v2-claude-skills-uk-police-design-system-skill-md,thekingjeze-mi-platform-v2-claude-skills-uk-police-design-system-skill-md,uk-police-design-system,THEKINGJEZE,0,1769225310,https://github.com/THEKINGJEZE/MI-Platform-V2/tree/main/.claude/skills/uk-police-design-system,https://skillsmp.com/skills/thekingjeze-mi-platform-v2-claude-skills-uk-police-design-system-skill-md,1,0,1,9170,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/thekingjeze-mi-platform-v2-claude-skills-uk-police-design-system-skill-md/content,True,SKILL.md,274,981,34,4,20,46,4,0,2,0,5,0,False,False,False,False,False,product_design,1,6,True
popular,ccxt-ccxt-claude-skills-ccxt-python-skill-md,ccxt-ccxt-claude-skills-ccxt-python-skill-md,ccxt-python,ccxt,40891,1770028077,https://github.com/ccxt/ccxt/tree/master/.claude/skills/ccxt-python,https://skillsmp.com/skills/ccxt-ccxt-claude-skills-ccxt-python-skill-md,1,0,1,30166,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/ccxt-ccxt-claude-skills-ccxt-python-skill-md/content,True,SKILL.md,1024,3305,146,98,0,226,3,3,53,4,11,0,False,False,False,False,False,coding_dev;security;research_analysis;integration_tools,0,6,True
popular,composiohq-awesome-claude-skills-langsmith-fetch-skill-md,composiohq-awesome-claude-skills-langsmith-fetch-skill-md,langsmith-fetch,ComposioHQ,33583,1768151408,https://github.com/ComposioHQ/awesome-claude-skills/tree/master/langsmith-fetch,https://skillsmp.com/skills/composiohq-awesome-claude-skills-langsmith-fetch-skill-md,1,0,1,10922,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/composiohq-awesome-claude-skills-langsmith-fetch-skill-md/content,True,SKILL.md,485,1453,64,54,53,59,5,3,23,7,4,1,False,False,False,False,False,coding_dev;documentation_writing;research_analysis;workflow_automation,0,6,True
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-emerging-techniques-long-context-skill-md,davila7-claude-code-templates-cli-tool-components-skills-ai-research-emerging-techniques-long-context-skill-md,long-context,davila7,20041,1767882269,https://github.com/davila7/claude-code-templates/tree/main/cli-tool/components/skills/ai-research/emerging-techniques-long-context,https://skillsmp.com/skills/davila7-claude-code-templates-cli-tool-components-skills-ai-research-emerging-techniques-long-context-skill-md,4,1,2,58666,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-ai-research-emerging-techniques-long-context-skill-md/content,True,SKILL.md,536,1776,99,36,0,41,11,0,1,0,31,1,False,True,True,False,False,coding_dev;devops_infra;data_ml_ai;research_analysis;workflow_automation,0,6,True
popular,davila7-claude-code-templates-cli-tool-components-skills-ai-research-inference-serving-vllm-skill-md,davila7-claude-code-templates-cli-tool-components-skills-ai-research-inference-serving-vllm-skill-md,serving-llms-vllm,davila7,20041,1767882269,https://github.com/davila7/claude-code-templates/tree/main/cli-tool/components/skills/ai-research/inference-serving-vllm,https://skillsmp.com/skills/davila7-claude-code-templates-cli-tool-components-skills-ai-research-inference-serving-vllm-skill-md,5,1,2,35830,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-ai-research-inference-serving-vllm-skill-md/content,True,SKILL.md,364,1198,31,50,0,39,30,1,0,0,12,1,False,True,True,False,False,coding_dev;devops_infra;data_ml_ai;research_analysis;workflow_automation,0,6,True
popular,davila7-claude-code-templates-cli-tool-components-skills-creative-design-tailwind-patterns-skill-md,davila7-claude-code-templates-cli-tool-components-skills-creative-design-tailwind-patterns-skill-md,tailwind-patterns,davila7,20041,1769353274,https://github.com/davila7/claude-code-templates/tree/main/cli-tool/components/skills/creative-design/tailwind-patterns,https://skillsmp.com/skills/davila7-claude-code-templates-cli-tool-components-skills-creative-design-tailwind-patterns-skill-md,1,0,1,6757,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-creative-design-tailwind-patterns-skill-md/content,True,SKILL.md,269,766,34,2,3,0,8,2,2,0,4,0,False,True,False,False,False,coding_dev;documentation_writing;product_design;integration_tools,0,6,True
popular,openclaw-openclaw-extensions-feishu-skills-feishu-perm-skill-md,openclaw-openclaw-extensions-feishu-skills-feishu-perm-skill-md,feishu-perm,openclaw,182482,1770337930,https://github.com/openclaw/openclaw/tree/main/extensions/feishu/skills/feishu-perm,https://skillsmp.com/skills/openclaw-openclaw-extensions-feishu-skills-feishu-perm-skill-md,1,0,1,2517,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/openclaw-openclaw-extensions-feishu-skills-feishu-perm-skill-md/content,True,SKILL.md,119,215,11,12,0,0,0,3,0,0,0,0,False,False,False,False,False,security;documentation_writing;workflow_automation,0,6,True
popular,patchy631-ai-engineering-hub-hugging-face-skills-skills-brightdata-web-mcp-skill-md,patchy631-ai-engineering-hub-hugging-face-skills-skills-brightdata-web-mcp-skill-md,brightdata-web-mcp,patchy631,28245,1769769658,https://github.com/patchy631/ai-engineering-hub/tree/main/hugging-face-skills/skills/brightdata-web-mcp,https://skillsmp.com/skills/patchy631-ai-engineering-hub-hugging-face-skills-skills-brightdata-web-mcp-skill-md,6,1,2,53822,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/patchy631-ai-engineering-hub-hugging-face-skills-skills-brightdata-web-mcp-skill-md/content,True,SKILL.md,241,861,32,14,12,52,0,5,2,0,0,0,False,False,True,False,False,research_analysis;workflow_automation;integration_tools,0,6,True
random,aegntic-claudeism-claude-skills-testing-automation-skill-md,aegntic-claudeism-claude-skills-testing-automation-skill-md,testing-automation,aegntic,2,1761716019,https://github.com/aegntic/claudeism/tree/main/.claude/skills/testing-automation,https://skillsmp.com/skills/aegntic-claudeism-claude-skills-testing-automation-skill-md,1,0,1,1834,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/aegntic-claudeism-claude-skills-testing-automation-skill-md/content,True,SKILL.md,64,239,15,0,0,23,0,4,0,0,0,0,False,False,False,False,False,coding_dev;devops_infra;research_analysis;workflow_automation;integration_tools,0,6,True
random,bbgnsurftech-claude-skills-collection-plugins-claude-code-plugins-plus-backups-skills-batch-20251204-000554-plugins-devops-jeremy-genkit-terraform-skills-genkit-infra-expert-skill-md,bbgnsurftech-claude-skills-collection-plugins-claude-code-plugins-plus-backups-skills-batch-20251204-000554-plugins-devops-jeremy-genkit-terraform-skills-genkit-infra-expert-skill-md,genkit-infra-expert,BbgnsurfTech,6,1766060398,https://github.com/BbgnsurfTech/claude-skills-collection/tree/main/plugins/claude-code-plugins-plus/backups/skills-batch-20251204-000554/plugins/devops/jeremy-genkit-terraform/skills/genkit-infra-expert,https://skillsmp.com/skills/bbgnsurftech-claude-skills-collection-plugins-claude-code-plugins-plus-backups-skills-batch-20251204-000554-plugins-devops-jeremy-genkit-terraform-skills-genkit-infra-expert-skill-md,1,0,1,3705,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/bbgnsurftech-claude-skills-collection-plugins-claude-code-plugins-plus-backups-skills-batch-20251204-000554-plugins-devops-jeremy-genkit-terraform-skills-genkit-infra-expert-skill-md/content,True,SKILL.md,147,295,8,6,0,2,0,0,0,1,1,0,False,False,False,False,False,coding_dev;devops_infra;security;integration_tools,0,6,True
random,danielbodnar-nushell-dev-plugins-nushell-dev-skills-nushell-cloudflare-skill-md,danielbodnar-nushell-dev-plugins-nushell-dev-skills-nushell-cloudflare-skill-md,nushell-cloudflare,danielbodnar,1,1769748502,https://github.com/danielbodnar/nushell-dev/tree/main/plugins/nushell-dev/skills/nushell-cloudflare,https://skillsmp.com/skills/danielbodnar-nushell-dev-plugins-nushell-dev-skills-nushell-cloudflare-skill-md,1,0,1,10069,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/danielbodnar-nushell-dev-plugins-nushell-dev-skills-nushell-cloudflare-skill-md/content,True,SKILL.md,423,1246,80,38,6,5,1,4,5,0,1,0,False,False,False,False,False,coding_dev;devops_infra;integration_tools,0,6,True
random,linxule-interpretive-orchestration-plugin-cowork-skills-literature-sweep-skill-md,linxule-interpretive-orchestration-plugin-cowork-skills-literature-sweep-skill-md,literature-sweep,linxule,1,1769967384,https://github.com/linxule/interpretive-orchestration/tree/main/plugin-cowork/skills/literature-sweep,https://skillsmp.com/skills/linxule-interpretive-orchestration-plugin-cowork-skills-literature-sweep-skill-md,2,1,2,15571,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/linxule-interpretive-orchestration-plugin-cowork-skills-literature-sweep-skill-md/content,True,SKILL.md,171,624,20,14,22,34,1,0,0,2,0,0,True,False,False,False,False,coding_dev;documentation_writing;research_analysis;workflow_automation;integration_tools,0,6,True
random,muyen-vibe-to-prod-claude-skills-security-scan-skill-md,muyen-vibe-to-prod-claude-skills-security-scan-skill-md,security-scan,muyen,25,1767467514,https://github.com/muyen/vibe-to-prod/tree/main/.claude/skills/security-scan,https://skillsmp.com/skills/muyen-vibe-to-prod-claude-skills-security-scan-skill-md,1,0,1,2588,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/muyen-vibe-to-prod-claude-skills-security-scan-skill-md/content,True,SKILL.md,105,320,23,6,10,30,1,0,1,0,0,0,False,False,False,False,False,coding_dev;devops_infra;security,21,5,True
popular,wshobson-agents-plugins-blockchain-web3-skills-solidity-security-skill-md,wshobson-agents-plugins-blockchain-web3-skills-solidity-security-skill-md,solidity-security,wshobson,28328,1768516701,https://github.com/wshobson/agents/tree/main/plugins/blockchain-web3/skills/solidity-security,https://skillsmp.com/skills/wshobson-agents-plugins-blockchain-web3-skills-solidity-security-skill-md,1,0,1,14142,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/wshobson-agents-plugins-blockchain-web3-skills-solidity-security-skill-md/content,True,SKILL.md,525,1481,23,42,7,43,3,2,3,0,5,0,False,False,False,False,False,coding_dev;security;documentation_writing,12,5,True
random,tkersey-dotfiles-codex-skills-logophile-skill-md,tkersey-dotfiles-codex-skills-logophile-skill-md,logophile,tkersey,41,1769910654,https://github.com/tkersey/dotfiles/tree/main/codex/skills/logophile,https://skillsmp.com/skills/tkersey-dotfiles-codex-skills-logophile-skill-md,1,0,1,5254,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/tkersey-dotfiles-codex-skills-logophile-skill-md/content,True,SKILL.md,118,701,17,16,0,35,5,1,14,0,0,0,False,False,False,False,False,coding_dev;security;research_analysis;workflow_automation;product_design,9,5,True
popular,davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-session-handoff-skill-md,davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-session-handoff-skill-md,session-handoff,davila7,20041,1769302602,https://github.com/davila7/claude-code-templates/tree/main/cli-tool/components/skills/enterprise-communication/session-handoff,https://skillsmp.com/skills/davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-session-handoff-skill-md,12,3,2,82419,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-enterprise-communication-session-handoff-skill-md/content,True,SKILL.md,189,858,19,12,9,36,22,2,2,0,0,0,True,True,True,False,False,coding_dev;security;documentation_writing;workflow_automation,8,5,True
popular,wshobson-agents-plugins-security-scanning-skills-stride-analysis-patterns-skill-md,wshobson-agents-plugins-security-scanning-skills-stride-analysis-patterns-skill-md,stride-analysis-patterns,wshobson,28328,1768860423,https://github.com/wshobson/agents/tree/main/plugins/security-scanning/skills/stride-analysis-patterns,https://skillsmp.com/skills/wshobson-agents-plugins-security-scanning-skills-stride-analysis-patterns-skill-md,1,0,1,21068,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/wshobson-agents-plugins-security-scanning-skills-stride-analysis-patterns-skill-md/content,True,SKILL.md,664,1986,35,14,9,40,0,0,5,4,12,0,False,False,False,False,False,coding_dev;devops_infra;data_ml_ai;security;documentation_writing;research_analysis,8,5,True
random,crazydubya-claude-skills-docker-optimizer-skill-md,crazydubya-claude-skills-docker-optimizer-skill-md,docker-optimizer,CrazyDubya,0,1761531032,https://github.com/CrazyDubya/claude-skills/tree/main/docker-optimizer,https://skillsmp.com/skills/crazydubya-claude-skills-docker-optimizer-skill-md,3,1,2,5625,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/crazydubya-claude-skills-docker-optimizer-skill-md/content,True,SKILL.md,196,518,30,26,0,30,1,1,1,1,2,0,False,True,False,False,False,coding_dev;devops_infra;security,6,5,True
popular,affaan-m-everything-claude-code-docs-zh-cn-skills-django-patterns-skill-md,affaan-m-everything-claude-code-docs-zh-cn-skills-django-patterns-skill-md,django-patterns,affaan-m,43586,1770299874,https://github.com/affaan-m/everything-claude-code/tree/main/docs/zh-CN/skills/django-patterns,https://skillsmp.com/skills/affaan-m-everything-claude-code-docs-zh-cn-skills-django-patterns-skill-md,1,0,1,20816,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/affaan-m-everything-claude-code-docs-zh-cn-skills-django-patterns-skill-md/content,True,SKILL.md,733,1938,52,36,0,5,0,0,1,6,2,0,False,False,False,False,False,coding_dev;data_ml_ai;security,3,5,True
popular,davila7-claude-code-templates-cli-tool-components-skills-development-cloudflare-deploy-skill-md,davila7-claude-code-templates-cli-tool-components-skills-development-cloudflare-deploy-skill-md,cloudflare-deploy,davila7,20041,1770514388,https://github.com/davila7/claude-code-templates/tree/main/cli-tool/components/skills/development/cloudflare-deploy,https://skillsmp.com/skills/davila7-claude-code-templates-cli-tool-components-skills-development-cloudflare-deploy-skill-md,312,63,3,1349338,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-cloudflare-deploy-skill-md/content,True,SKILL.md,225,771,24,18,0,4,2,1,0,0,0,0,False,True,True,True,True,coding_dev;devops_infra;data_ml_ai;security;workflow_automation,3,5,True
popular,affaan-m-everything-claude-code-skills-django-patterns-skill-md,affaan-m-everything-claude-code-skills-django-patterns-skill-md,django-patterns,affaan-m,43586,1769947502,https://github.com/affaan-m/everything-claude-code/tree/main/skills/django-patterns,https://skillsmp.com/skills/affaan-m-everything-claude-code-skills-django-patterns-skill-md,1,0,1,21025,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/affaan-m-everything-claude-code-skills-django-patterns-skill-md/content,True,SKILL.md,734,2025,52,36,0,5,1,0,1,6,2,0,False,False,False,False,False,coding_dev;data_ml_ai;security,2,5,True
popular,zhayujie-chatgpt-on-wechat-skills-openai-image-vision-skill-md,zhayujie-chatgpt-on-wechat-skills-openai-image-vision-skill-md,openai-image-vision,zhayujie,41220,1770042130,https://github.com/zhayujie/chatgpt-on-wechat/tree/master/skills/openai-image-vision,https://skillsmp.com/skills/zhayujie-chatgpt-on-wechat-skills-openai-image-vision-skill-md,4,1,2,20593,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/zhayujie-chatgpt-on-wechat-skills-openai-image-vision-skill-md/content,True,SKILL.md,119,479,20,18,2,10,0,2,2,0,4,0,True,False,False,False,False,coding_dev;data_ml_ai;documentation_writing;research_analysis,2,5,True
random,davila7-claude-code-templates-cli-tool-components-skills-scientific-gene-database-skill-md,davila7-claude-code-templates-cli-tool-components-skills-scientific-gene-database-skill-md,gene-database,davila7,20041,1766265230,https://github.com/davila7/claude-code-templates/tree/main/cli-tool/components/skills/scientific/gene-database,https://skillsmp.com/skills/davila7-claude-code-templates-cli-tool-components-skills-scientific-gene-database-skill-md,6,2,2,50975,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/davila7-claude-code-templates-cli-tool-components-skills-scientific-gene-database-skill-md/content,True,SKILL.md,173,868,20,6,22,32,4,5,2,0,0,0,True,True,True,False,False,coding_dev;documentation_writing;research_analysis;workflow_automation,2,5,True
random,liauw-media-household-expense-tracker-claude-skills-safety-pre-commit-hooks-skill-md,liauw-media-household-expense-tracker-claude-skills-safety-pre-commit-hooks-skill-md,pre-commit-hooks,liauw-media,0,1767820131,https://github.com/liauw-media/household-expense-tracker/tree/main/.claude/skills/safety/pre-commit-hooks,https://skillsmp.com/skills/liauw-media-household-expense-tracker-claude-skills-safety-pre-commit-hooks-skill-md,1,0,1,8818,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/liauw-media-household-expense-tracker-claude-skills-safety-pre-commit-hooks-skill-md/content,True,SKILL.md,430,1150,64,44,8,56,4,0,6,9,7,0,False,False,False,False,False,coding_dev;security;research_analysis;integration_tools,2,5,True
random,nicolaischmid-agent-skills-skills-exa-search-skill-md,nicolaischmid-agent-skills-skills-exa-search-skill-md,exa-search,NicolaiSchmid,2,1769696735,https://github.com/NicolaiSchmid/agent-skills/tree/main/skills/exa-search,https://skillsmp.com/skills/nicolaischmid-agent-skills-skills-exa-search-skill-md,2,0,1,11518,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/random/nicolaischmid-agent-skills-skills-exa-search-skill-md/content,True,SKILL.md,338,1266,30,16,3,25,3,3,4,15,7,1,False,False,False,False,False,coding_dev;data_ml_ai;documentation_writing;research_analysis;integration_tools,2,5,True
popular,affaan-m-everything-claude-code-docs-zh-cn-skills-backend-patterns-skill-md,affaan-m-everything-claude-code-docs-zh-cn-skills-backend-patterns-skill-md,backend-patterns,affaan-m,43586,1770299874,https://github.com/affaan-m/everything-claude-code/tree/main/docs/zh-CN/skills/backend-patterns,https://skillsmp.com/skills/affaan-m-everything-claude-code-docs-zh-cn-skills-backend-patterns-skill-md,1,0,1,13282,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/affaan-m-everything-claude-code-docs-zh-cn-skills-backend-patterns-skill-md/content,True,SKILL.md,587,1391,25,32,0,0,2,0,10,4,0,0,False,False,False,False,False,coding_dev;devops_infra;data_ml_ai,1,5,True
popular,affaan-m-everything-claude-code-docs-zh-tw-skills-backend-patterns-skill-md,affaan-m-everything-claude-code-docs-zh-tw-skills-backend-patterns-skill-md,backend-patterns,affaan-m,43586,1769670389,https://github.com/affaan-m/everything-claude-code/tree/main/docs/zh-TW/skills/backend-patterns,https://skillsmp.com/skills/affaan-m-everything-claude-code-docs-zh-tw-skills-backend-patterns-skill-md,1,0,1,13295,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/affaan-m-everything-claude-code-docs-zh-tw-skills-backend-patterns-skill-md/content,True,SKILL.md,587,1332,25,32,0,0,2,0,9,4,0,0,False,False,False,False,False,coding_dev;data_ml_ai;product_design,1,5,True
popular,affaan-m-everything-claude-code-skills-backend-patterns-skill-md,affaan-m-everything-claude-code-skills-backend-patterns-skill-md,backend-patterns,affaan-m,43586,1769384628,https://github.com/affaan-m/everything-claude-code/tree/main/skills/backend-patterns,https://skillsmp.com/skills/affaan-m-everything-claude-code-skills-backend-patterns-skill-md,1,0,1,13825,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/affaan-m-everything-claude-code-skills-backend-patterns-skill-md/content,True,SKILL.md,598,1518,26,32,0,7,3,0,10,4,0,0,False,False,False,False,False,coding_dev;devops_infra;data_ml_ai,1,5,True
popular,affaan-m-everything-claude-code-skills-iterative-retrieval-skill-md,affaan-m-everything-claude-code-skills-iterative-retrieval-skill-md,iterative-retrieval,affaan-m,43586,1769394087,https://github.com/affaan-m/everything-claude-code/tree/main/skills/iterative-retrieval,https://skillsmp.com/skills/affaan-m-everything-claude-code-skills-iterative-retrieval-skill-md,1,0,1,6660,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/affaan-m-everything-claude-code-skills-iterative-retrieval-skill-md/content,True,SKILL.md,211,708,14,16,10,18,2,3,4,0,18,0,False,False,False,False,False,coding_dev;data_ml_ai;security;research_analysis;workflow_automation;integration_tools,1,5,True
popular,davila7-claude-code-templates-cli-tool-components-skills-development-cc-skill-backend-patterns-skill-md,davila7-claude-code-templates-cli-tool-components-skills-development-cc-skill-backend-patterns-skill-md,backend-patterns,davila7,20041,1769353274,https://github.com/davila7/claude-code-templates/tree/main/cli-tool/components/skills/development/cc-skill-backend-patterns,https://skillsmp.com/skills/davila7-claude-code-templates-cli-tool-components-skills-development-cc-skill-backend-patterns-skill-md,1,0,1,13206,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-cc-skill-backend-patterns-skill-md/content,True,SKILL.md,584,1446,25,32,0,0,3,0,10,4,1,0,False,True,False,False,False,coding_dev;devops_infra;data_ml_ai,1,5,True
popular,davila7-claude-code-templates-cli-tool-components-skills-development-cocoindex-skill-md,davila7-claude-code-templates-cli-tool-components-skills-development-cocoindex-skill-md,cocoindex,davila7,20041,1764952495,https://github.com/davila7/claude-code-templates/tree/main/cli-tool/components/skills/development/cocoindex,https://skillsmp.com/skills/davila7-claude-code-templates-cli-tool-components-skills-development-cocoindex-skill-md,5,1,2,75591,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-cocoindex-skill-md/content,True,SKILL.md,831,2943,80,72,15,96,10,13,4,3,2,0,False,True,True,False,False,coding_dev;devops_infra;data_ml_ai;documentation_writing;workflow_automation,1,5,True
popular,davila7-claude-code-templates-cli-tool-components-skills-development-task-execution-engine-skill-md,davila7-claude-code-templates-cli-tool-components-skills-development-task-execution-engine-skill-md,task-execution-engine,davila7,20041,1767959780,https://github.com/davila7/claude-code-templates/tree/main/cli-tool/components/skills/development/task-execution-engine,https://skillsmp.com/skills/davila7-claude-code-templates-cli-tool-components-skills-development-task-execution-engine-skill-md,4,2,2,23525,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/davila7-claude-code-templates-cli-tool-components-skills-development-task-execution-engine-skill-md/content,True,SKILL.md,113,409,13,14,6,25,5,0,0,0,0,0,True,True,True,False,False,coding_dev;devops_infra;data_ml_ai;security;documentation_writing;workflow_automation;integration_tools,1,5,True
popular,f-prompts-chat-windsurf-skills-book-translation-skill-md,f-prompts-chat-windsurf-skills-book-translation-skill-md,book-translation,f,145000,1769806982,https://github.com/f/prompts.chat/tree/main/.windsurf/skills/book-translation,https://skillsmp.com/skills/f-prompts-chat-windsurf-skills-book-translation-skill-md,1,0,1,7404,/Users/tan/Desktop/RA3/skills_data/sampled_skills_1000/popular/f-prompts-chat-windsurf-skills-book-translation-skill-md/content,True,SKILL.md,213,937,19,18,17,18,6,6,2,20,0,0,False,False,False,False,False,coding_dev;data_ml_ai;documentation_writing;research_analysis;workflow_automation;product_design,1,5,True
